pessoa;checado;selo;paragrafo;comentario
CIRO GOMES;não;NA;20 anos atrás eu cometi uma absoluta infelicidade de fazer uma gracinha. Com uma mulher extraordinária que foi minha minha mulher durante 18 anos. Já me desculpei por isso um milhão de vezes. E isso é de se desculpar a vida inteira. Não é disso que eu estou falando Bolsonaro. Eu estou falando da sua falta de escrúpulo. Você corrompeu todas as suas ex-esposas. Todas elas estão envolvidas em escândalos. Você corrompeu os seus filhos. Essa é a questão. Tendo prometido que ia combater a corrupção do PT e do Lula. Essa é a grande contradição que você precisa explicar. Eu não queria trazer esse tipo de argumento. Aqui a não ser pela sua falta de caráter de trazer um assunto pessoal de 20 anos atrás pelo qual, já disse, me desculpei muitas vezes, foi uma infelicidade de alguém criado em ambiente machista, reproduziu cultura machista, mas eu aprendi isso você que não aprende nada nunca por quê? Porque você é uma pessoa que não tem coração sabe simular sufocamento na hora que o povo brasileiro estava faltando oxigênio em Manaus sabe? Dizer que não é coveiro na hora que há milhões de famílias brasileiras e amigos nos enlutamos o Brasil tem 3% da população do mundo e morreu 11% das que morreram no mundo.;NA
MEDIADORES;não;NA;Presidente Jair Bolsonaro. O candidato pediu o segundo direito de resposta. Foi considerado aqui pela comissão julgadora negado, foi negado. Porém, o seu primeiro pedido de resposta foi aceito. O senhor tem 45 segundos.;NA
JAIR BOLSONARO;não;NA;É do Lula. Ainda bem que a natureza criou esse monstro do coronavírus. Que moral tu tem pra falar de mim, ex-presidiário? Tá? Nenhuma moral. Sigilo de cem anos, uma lei lá do tempo da Dilma para as questões pessoais, meu cartão de vacina ou quem me visita no Alvorada. Nada mais além disso.;NA
JAIR BOLSONARO;não;NA;Orçamento secreto. Eu vetei! O parlamento derrubou o veto. É lei. O seu partido, Lula, votou para derrubar um veto no tocante orçamento secreto. Não tenho nada a ver com isso. E dizer a vocês também;NA
JAIR BOLSONARO;não;NA;A vacina corromper. Tentou contar. Está de brincadeira, nobre senadora. Tentou corromper? Cadê a corrupção? Cadê o contrato assinado? Cadê a nota? Não tem nada. Só fake news e mentira ao meu respeito.;NA
MEDIADORES;não;NA;O candidato Lula pediu um direito de resposta. A comissão vai analisar. A última pergunta dessa rodada é do candidato Felipe D'Avila. Candidato, pode perguntar para a senadora Simone Thronicke. Soraya Thronicke, perdão.;NA
FELIPE D'ÁVILA;não;NA;Nós temos de falar do futuro. Como o Brasil vai crescer, gerar renda, emprego. Para de ficar discutindo só o passado, gente. O que a gente quer saber, como é que vai ter dinheiro no bolso? E a minha pergunta.;NA
FELIPE D'ÁVILA;não;NA;Eu quero até pegar um gancho aí na senadora Tebet que falou uma coisa, tem que resolver, restaurar a dignidade da política. Tem que restaurar, sim. E minha pergunta Soraya é a seguinte: que dignidade é essa de se aprovar um fundão eleitoral de R$ 5 bilhões?;NA
FELIPE D'ÁVILA;não;NA;Tirar dinheiro da educação, do combate à pobreza, de atendimento médico, para financiar campanha política, para todo mundo vim aqui no debate de jatinho enquanto tem gente passando fome. Qual é a dignidade de se aprovar uma excrescência que esse fundo eleitoral? Uma indecência.;NA
SORAYA THRONICKE;não;NA;Candidato, nem todos tem o patrimônio que o senhor tem e que muitos doadores da campanha de vocês têm para tocar uma campanha que é caro. Muito cara. Se nós não tivéssemos o fundo eleitoral;NA
SORAYA THRONICKE;não;NA;para financiar a democracia nós nunca, principalmente nós mulheres, jamais teríamos acesso à política. Ainda é necessário. Nós não temos a cultura como acontece nos Estados Unidos de doar.;NA
SORAYA THRONICKE;não;NA;E é difícil, é difícil sim, mas tem muita gente ali no próprio partido de vossa excelência que está usando, sim. Está falando mal da campanha eleitoral, mas aparece na campanha eleitoral. Isso custa. De onde sai? Eu não sei. Vocês vão ter que explicar.;NA
SORAYA THRONICKE;não;NA;É importante neste momento do país financiarmos a democracia porque senão somente os candidatos dos governadores e do presidente da República estariam eleitos porque eles estão com a máquina na mão.;NA
SORAYA THRONICKE;não;NA;E eu presido União Brasil Mulher Nacional. Estou vendo a dificuldade das mulheres de conseguirem financiar as suas campanhas. E os brasileiros não têm a cultura de doar. Tem que começar a ter a cultura de doar, mas mais do que isso, nada mais me;NA
SORAYA THRONICKE;não;NA;deixa indignada que é ver os candidatos que já foram, um que é presidente e o outro que era presidente, falarem no mundo que não existe. Eu vou aproveitar o meu momento agora pra tratar disso.;NA
SORAYA THRONICKE;não;NA;O mundo do presidente Lula está nas propagandas dele e do presidente Bolsonaro está nos grupos de WhatsApp. Além da propaganda também. Mas o Brasil real.;NA
SORAYA THRONICKE;não;NA;Neste país, na realidade nas ruas, tem gente nesse momento catando lixo, fuçando lixo pra ter o que comer. Eu tenho coragem, eu não tenho rabo preso com nada e com ninguém. Tudo o que nós estamos fazendo;NA
SORAYA THRONICKE;não;NA;e propondo para esse país tem uma explicação. O candidato Lula até agora não explicou como é que ele vai baixar os impostos e acabar com a inflação.;NA
SORAYA THRONICKE;não;NA;Não tem. Nós temos, sim, uma proposta. Uma proposta estudada há 30 anos com muito muito afinco pelo pelo professor Marcos Cintra. É um homem que passou 17 anos em Harvard, tem livros escritos. Não é qualquer pessoa. Quando a gente tem um posto Ipiranga;NA
SORAYA THRONICKE;não;NA;que não sabe o que é o princípio da essencialidade e abaixa imposto de jet ski, de videogame no momento onde tinha que abaixar o imposto do arroz, do feijão e do leite isso me deixa muito mais indignada. Se não deixa vossa excelência,;NA
SORAYA THRONICKE;não;NA;eu sinto muito. Mas é com isso que eu estou preocupada, com o Brasil real que passa fome. E por isso eu vou lutar, sim, para que todas as mulheres e todas as pessoas que não teriam jamais a porta aberta por conta do coronelismo neste país dentro de partidos;NA
SORAYA THRONICKE;não;NA;tenham a condição de romper essa barreira com uma barreira que eu rompi. Eu estava aí  sentada na cadeira como você assistindo isso aqui. Jamais imaginei conseguir estar aqui um dia. A única forma que você tem é assim. Com um pouquinho de financiamento. E se você for;NA
SORAYA THRONICKE;não;NA;dividir todo o fundo eleitoral pelo número total de candidatos é bem pouco, senhor candidato.;NA
FELIPE D'ÁVILA;não;NA;É uma vergonha usar este dinheiro que deveria ir para saúde, para educação, para financiar campanha política. E sabe candidata, a senhora que gosta de mercado? É exatamente isso. Candidato bom consegue levantar dinheiro e não é dinheiro pessoal, não. Nós temos candidato no Brasil inteiro mostrando aí. Governador Zema,;NA
FELIPE D'ÁVILA;não;NA;nossos deputados federais, estaduais que levantam dinheiro. Fazem campanha barata e fazem campanha com apoio das pessoas que são pessoas aguerridas, que querem ver a representação política no Brasil mudar no Congresso, que isso é uma vergonha. Ninguém representa o pagador de imposto no Congresso Nacional. Só se representa no Congresso Nacional interesse das corporações.;NA
FELIPE D'ÁVILA;não;NA;E a utilização do fundão é mais uma uma arma da perpetuação da oligarquia política. Não tem nada de renovação política, Soraya. Você sabe muito bem que um candidato que tenha patrimônio de mais de R$ 10 milhões declarados recebe 10 vezes mais do que o de 50 mil. Não, não democratizou a política.;NA
FELIPE D'ÁVILA;não;NA;O que ela fez foi perpetuar a oligarquia política.;NA
SORAYA THRONICKE;sim;verdadeiro;Em 2018, eu fui eleita sem nenhum centavo de recurso público e só com voluntários. A minha campanha pra senado custou R$ 80 mil reais. Eu sei muito bem do que eu estou falando, candidato.;Na campanha em que foi eleita senadora pelo Mato Grosso do Sul, em 2018, Soraya Thronicke teve uma receita líquida de R$ 76 mil, recebidos de doações de pessoas físicas e financiamento coletivo, de acordo com o TSE (Tribunal Superior Eleitoral). Não há, na base de dados, indicação de que ela tenha recebido doação de partidos ou do Fundo Partidário.
MODERADORES;não;NA;Ao final, agora há pouco, o candidato Lula pediu um direito de resposta. A comissão considerou improcedente.;NA
MODERADORES;não;NA;Agora os candidatos respondem a perguntas feitas por jornalistas sobre planos de governo. Cada questão será respondida por dois candidatos em ordem sorteada previamente.;NA
MODERADORES;não;NA;Eu vou fazer a primeira pergunta que será respondida pelos candidatos Ciro Gomes e a candidata Soraya Thronicke.;NA
MODERADORES;não;NA;Candidatos, o governo Bolsonaro emitiu uma série de decretos liberando amplamente a circulação de armas e munições no Brasil. A alegação é de que isso aumentaria a percepção de segurança pública.;NA
MODERADORES;não;NA;Nos últimos dias, uma criança matou o cunhado com uma arma esquecida no automóvel. Um atirador legalizado, no Nordeste, irritado com uma criança que chorava, matou o pai e a babá.;NA
MODERADORES;não;NA;Em São Paulo, um grande carregamento de armas para o PCC era todo legalizado e também a mesma coisa aconteceu com milícias cariocas. Caso sejam eleitos, quais serão as suas atitudes em relação a esses decretos?;NA
CIRO GOMES;não;NA;Arma só serve pra matar.;NA
CIRO GOMES;não;NA;Não serve pra outra coisa. É excepcional o caso em que mata em legítima defesa no estrito cumprimento de um dever legal. O presidente Bolsonaro, militar, treinado, foi assaltado pelo fator surpresa no Rio de Janeiro, numa motocicleta, e o e o bandido levou a arma dele.;NA
CIRO GOMES;não;NA;Percebe? E com essa arma deve ter assaltado muito mais outras pessoas. É um equívoco grosseiro. Está bom, lá no interior do Brasil, onde não existe a polícia pra gente chamar. Eu concordo. Você possui uma arma em casa. Percebe? Mas essa essa frouxidão, acabar com a com a regulação do Exército;NA
CIRO GOMES;não;NA;no sensoriamento de armas e de munições só presta pra reforçar a milícia. Eu, presidente da República, sou um homem da paz.;NA
CIRO GOMES;não;NA;Vou instrumentalizar a Polícia Federal que hoje tem 11.600 homens efetivos apenas na luta pra que nós possamos enfrentar o contrabando de armas e aí sim a gente vai trazer a paz pro Brasil.;NA
MEDIADORES;não;NA;A próxima a responder é a candidata Soraya Thronicke.;NA
SORAYA THRONICKE;não;NA;Quando a gente fala em armamento a gente tem falado muito em legítima defesa, as pessoas precisam se defender. E eu confesso, votei sim sempre a favor da defesa, da autodefesa, da possibilidade de uma pessoa ter no meio rural uma arma pra se defender, mas acima de tudo porque é que nós precisamos de tanta legítima defesa? Por que a nossa segurança pública está sucateada.;NA
SORAYA THRONICKE;não;NA;Está muito complicado. Eu moro na fronteira. Eu sei da dificuldade das pessoas nas fazendas em todos os lugares. Mas acima de tudo a gente sabe o quanto todas as forças de segurança do nosso país precisam de investimento, precisam de autonomia.;NA
SORAYA THRONICKE;não;NA;No meu governo eu vou dar autonomia para a Polícia Federal com mandato ao diretor geral de dois em dois anos, intercalado com o mandato do presidente da república justamente para não haver interferência nenhuma dentro da segurança.;NA
MEDIADORES;não;NA;Seu tempo candidata.;NA
MEDIADORES;não;NA;Candidato Bolsonaro pediu direito de resposta mas a comissão negou. A segunda pergunta será feita pela jornalista Ana Estela de Souza Pinto da Folha de São Paulo por ordem de sorteio quem responde são os candidatos Lula e Simone Tebet. Olá Ana, boa noite.;NA
JORNALISTA;não;NA;Boa noite, candidatos.;NA
JORNALISTA;não;NA;As suas campanhas têm propostas de fortalecimento das mulheres e acho que esse debate mostrou o quanto isso ainda é muito importante no Brasil. Mas existe uma política de valorização feminina que depende só do presidente da república. Que é a escolha de quem vai ocupar os cargos do ministério. Os cargos mais importantes do governo.;NA
JORNALISTA;não;NA;No entanto, desde que a democracia voltou pro Brasil, mais de 600 pessoas já se sentaram numa cadeira de ministro e só uma ministra mulher pra cada 15 ministros homens. E isso aconteceu também nos governos dos partidos dos senhores do MDB e do PT que já ocuparam a presidência da república mais de uma vez em nenhum desses governos o número de mulheres foi equilibrado. A minha pergunta é, aqui, agora, ao vivo, falando pra todo o Brasil, os senhores podem se comprometer a preencher com com ministras mulheres pelo menos metade das vagas do ministério dos senhores?;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;Olha, primeiro eu não sou de assumir compromisso de me comprometer, a fazer metade, a indicar religioso, a indicar mulher, a indicar negra, a indicar homem, ou seja, você vai indicar as pessoas que têm capacidade pra assumir determinados cargos. Eu tenho orgulho de ter indicado o primeiro negro pra Suprema Corte. Eu tenho orgulho de ter indicado a Cármen Lúcia pra Suprema Corte e poderia indicar muito mais. Pode se indicar muito mais, pode até ter maioria mulher. O que não dá pra você assumir o compromisso.;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;No momento ou seja você pode ter maioria de mulher, você pode ter maioria de mulher no congresso, você pode ter maioria de mulher no senado. Eu fui no México agora, na Câmara dos Deputados, as mulheres têm maioria no senado. Deus queira que tenha condições de colocar mais da metade pra ser da suprema corte. Eu acho que é plenamente possível fazer isso, mas eu não vou assumir compromisso sabe de que eu tenho que ter determinada pessoa obrigatoriamente porque, se não for possível, eu passarei por mentiroso.;NA
MEDIADORES;não;NA;Candidata Simone Tebet, a senhora tem um minuto pra responder.;NA
SIMONE TEBET;não;NA;O candidato Lula não pode assumir esse compromisso. Não quer assumir esse compromisso. Mas eu já o fiz. A primeira coisa que fiz quando lancei a minha candidatura e foi homologada pelo meu partido foi dizer que o meu ministério será paritário entre homens e mulheres sim.;NA
SIMONE TEBET;não;NA;Basta ver competência, experiência administrativa. Isso nós sabemos que as mulheres têm. Nós temos condições de colocar 50%. E mais, nós teremos participação de negros. Mas há um terceiro requisito que eu exijo do ex, do ex-presidente. O meu ministério terá paridade de mulheres e homens terá negros, mas não terá ninguém envolvido escândalo de corrupção. Mesmo que seja do meu partido que esteja envolvido em escândalos de corrupção, não será ministro de Estado.;NA
MEDIADORES;não;NA;Agora eu vou fazer a terceira pergunta que é endereçada aos candidatos Felipe D'ávila e Jair Bolsonaro. E eu quero falar sobre mulheres também. Porque a cada 10 minutos no Brasil uma mulher é estuprada. E a cada sete minutos uma mulher é vítima de feminicídio.;NA
MEDIADORES;não;NA;É algo muito grave que acontece no nosso país. E a gente sabe que há uma queda nos investimentos de políticas públicas voltadas para as mulheres. Dados do Instituto de Estudos Socioeconômicos revelam que houve um corte no orçamento de 33% nas políticas públicas voltadas às mulheres neste ano. Eu gostaria de saber o que será feito no seu governo para reduzir esses números. O candidato Felipe Dávila começa. Tem um minuto para a sua resposta.;NA
FELIPE D'ÁVILA;não;NA;Bom, parte disto é a impunidade no Brasil que é uma coisa que nós precisamos combater com a justiça que faça leis ser cumpridas. Segundo, precisamos replicar as boas experiências existentes. Por exemplo, a polícia Maria da Paz, uma força importante que vem aumentando brutalmente as mulheres que têm coragem de denunciar estupro. Nós temos que aproveitar as boas experiências de política pública voltadas para combater crimes dessa natureza.;NA
FELIPE D'ÁVILA;não;NA;Portanto, o que o Brasil precisa fazer não é inventar mais política pública, é fazer cumprir a lei, combater a impunidade e aproveitar excelentes exemplos como é o caso da força da Maria da Paz. Por que isso? Porque se nós ficarmos toda hora inventando política pública nova e não fazendo cumprir a lei o Brasil não evolui. Nós precisamos ter um princípio liberal fundamental. A lei tem que ser igual e valer para todos.;NA
MEDIADORES;não;NA;Jair Bolsonaro, o senhor tem um minuto.;NA
JAIR BOLSONARO;não;NA;Os números têm demonstrado que, desde quando eu assumi, o número de mortes violentas, incluída a arma de fogo, obviamente, tem diminuído no Brasil. E, nesse universo que tem diminuído o número de vítimas no Brasil,;NA
JAIR BOLSONARO;não;NA;Estão as mulheres. Uma política universal que atinge a todo mundo. Ao você valorizar as mulheres, você diminui a violência. Como por exemplo titulação de terras.;NA
JAIR BOLSONARO;não;NA;Auxílio emergencial, entre outras medidas. A questão do voluntariado também praticado pela primeira-dama. Cada vez mais conversando de fato com as mulheres. Estamos no caminho certo. Não temos que inventar mais políticas. Se aparecer boas políticas, vamos adotá-las.;NA
JAIR BOLSONARO;não;NA;Agora, não tem que se inventar a solução está aí. O meu governo tem mostrado na prática que o número de mulheres mortas e violentadas tem diminuído.;NA
MEDIADORES;não;NA;Essa foi a última resposta dessa rodada. A partir de agora, cada candidato terá dois minutos pras suas considerações finais.;NA
MEDIADORES;não;NA;A ordem agora será invertida em relação ao início do debate. Portanto, quem começa com as considerações finais é o candidato Ciro Gomes. O senhor tem dois minutos.;NA
CIRO GOMES;não;NA;Eu quero, perdão. Eu quero agradecer antes de mais nada a você meu irmão, minha irmã que ficaram até essa hora, muitos não tinham sequer condição de ficar porque tem que ir pra batalha da vida e eu preciso agradecer a você porque é assim que nós vamos achar juntos a saída pra mais profunda, grave, complexa e renitente crise econômica da nossa história. Quero agradecer aos ilustres opositores, não é? A oportunidade de debater e aprender consigo. E dizer a cada um e a cada uma de vocês, a minha luta não é contra nenhum deles pessoalmente.;NA
CIRO GOMES;não;NA;Por mais que a gente tenha que explicar as nossas diferenças, a minha luta é contra um modelo econômico que é o mesmo rigorosamente há 25, 30 anos no Brasil, que montou uma máquina perversa de transferir renda de quem produz e de quem trabalha de você para o setor financeiro.;NA
CIRO GOMES;sim;verdadeiro;É uma coisa absurda. Nos últimos 12 meses o Brasil pagou 500 bilhões de reais de juros.;Em 29 de julho deste ano, o BC (Banco Central) divulgou que, nos 12 meses encerrados em maio, o Brasil atingiu R$ 500,5 bilhões de juros, o que equivale a 5,51% do PIB (Produto Interno Bruto, soma das riquezas produzidas pelo país). Em maio de 2021, o montante havia sido R$ 295,6 bilhões, 3,70% do PIB.
CIRO GOMES;não;NA;Só pra você ter uma ideia, tudo que se gastou em Saúde, Educação e Segurança não chega a 300 bilhões. Eu peço uma oportunidade pra mudar isso. E pra mudar também o modelo de governança política do Brasil. Se você olhar, é deprimente um país como o nosso ficar discutindo quem é mais corrupto, quem é menos corrupto, que contradição de corrupção. Nós precisamos banir. Por que a corrupção não é uma maldade da alma de nenhum deles. A corrupção é uma prostração moral que todos eles fizeram um modelo de governança política em que há ideia de que você só vai governar se tiver sustentação no Congresso se transformar a Presidência da República em testa de ferro de roubalheira.;NA
CIRO GOMES;não;NA;Eu lhe peço, com muita humildade, em nome do seu filho, em nome dos pobres do Brasil, de todos os trabalhadores, me dê uma oportunidade.;NA
CIRO GOMES;não;NA;Por que o amor da minha vida é o Brasil. O sentido moral da minha vida é lutar pra mudar o Brasil. Eu quero um lugar na história de quem mudou o Brasil e deu oportunidade de crescer e dignidade pra todos.;NA
MEDIADORES;não;NA;Candidato Lula, dois minutos pras suas considerações finais.;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;Olha eu queria terminar essa participação nesse debate me solidarizando a senadora Simone e a jornalista que foi agredida. A segunda coisa;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;É dizer pra vocês que eu fui procurar um companheiro com a experiência de 16 anos de Governo de São Paulo para me ajudar a governar esse país. Eu sei o que fiz, sei o que vou fazer.;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;E por isso eu não entro no campo da promessa fácil, porque eu sei como é difícil. O meu amigo Ciro se esquece de dizer que quando eu cheguei na Presidência da República o juro estava 26% e deixei com 10%.;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;Ele esquece de dizer que a inflação estava com 12% nós deixamos com 5%. Ele esquece de dizer que o desemprego era 12% e nós deixamos com 22 milhões de empregos. Tive o prazer de indicar a primeira mulher candidata a Presidência da República,;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;que quando deixou o mandato, deixou o mandato em 2014, quando venceu o seu primeiro mandato, o desemprego era apenas 4,5%, padrão Finlândia, padrão Noruega. E depois o Eduardo Cunha, o Aécio Neves junto no Congresso Nacional, resolveram preparar o golpe que combinou com o desastre;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;Porque aqui se fala do governo da Dilma mas ninguém falou do golpe que a Dilma sofreu em 2016. Ninguém falou, sabe? Que derrubaram a mulher por causa de uma pedalada e não se derruba um cara por causa de uma motociata. Ou seja, esse país vai fazer o julgamento histórico da presidenta Dilma;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;E eu estou muito tranquilo porque eu pensei em falar de obras públicas que eu fiz aqui, mas é tão medíocre o Brasil de obras, hoje, que eu não vou falar pra não humilhar quem está governando o Brasil.;NA
MEDIADORES;não;NA;O candidato Jair Bolsonaro tem agora dois minutos para as suas considerações finais.;NA
JAIR BOLSONARO;não;NA;Deus, pátria, família e liberdade. Desculpe os demais candidatos, mas está polarizada as eleições. Quem o ex-presidiário apoiou no passado?;NA
JAIR BOLSONARO;não;NA;Apoiou Chavez, apoiou Maduro. Para onde foi a Venezuela? Hoje, recebemos mais de 500 pessoas por dia lá em Pacaraima fugindo da fome, da miséria, da violência, pesando em média 15 quilos a menos. E o Lula apoiou essas candidaturas.;NA
JAIR BOLSONARO;não;NA;Olha para onde está indo a economia da nossa Argentina. O presidente da Argentina, antes de ser presidente, visitou o Lula em Curitiba, na cadeia. E o Lula apoiou ele na Argentina.;NA
JAIR BOLSONARO;sim;não é bem assim;Hoje 40% da população da Argentina está na linha da miséria.;Bolsonaro confunde a quantidade de pessoas abaixo da linha da pobreza — ou seja, a capacidade de satisfazer, com a compra de bens e serviços, necessidades alimentares ou não — com a linha da miséria, que corresponde à quantidade mínima de necessidades energéticas e proteicas. De acordo com o Indec (Instituto Nacional de Estatística e Censos), órgão estatístico do governo argentino, 37,3% da população do país estava abaixo da linha da pobreza no segundo semestre de 2021, última informação disponível. A taxa é um pouco inferior à registrada no primeiro semestre daquele ano, de 40,6%. Abaixo da linha da miséria, entretanto, está 8,2% da população. Esse percentual também caiu em relação ao 1º semestre de 2021, quando era de 10,7%.
JAIR BOLSONARO;não;NA;Lula apoiou o presidente do Chile também.;NA
JAIR BOLSONARO;sim;falso;O mesmo que praticava atos de tocar fogo em metrôs lá no Chile.;Não há registro de que Gabriel Boric, atual presidente do Chile, tenha ajudado a incendiar no passado estações de metrô em Santiago. Em meio aos protestos no país em 2019, Daniel Bustos Trabols, de 23 anos, foi condenado a 12 anos de prisão acusado de atear fogo à estação San Pablo. Na época, o Ministério Público chileno considerou que não havia um vínculo político por trás do delito. Nesta segunda-feira (29), Antonia Urrejola, ministra das Relações Exteriores do país, convocou o embaixador chileno após considerar as acusações de Bolsonaro “gravíssimas e obviamente falsas”.
JAIR BOLSONARO;não;NA;Para onde está indo o nosso Chile? Lula apoiou também Petro na Colômbia. Medidas dele.;NA
JAIR BOLSONARO;não;NA;Liberação de drogas, liberação de presos. Para onde está indo nossa Colômbia? Também o nosso prezado presidente Lula apoiou na Nicarágua Ortega, que agora persegue cristãos.;NA
JAIR BOLSONARO;não;NA;Prende padres, expulsa freiras. Uma perseguição religiosa sem tamanho. E quando ele é questionado sobre isso, ele diz, não devemos meter o nariz em outros países. O que vai acontecer com o nosso Brasil se esse;NA
JAIR BOLSONARO;não;NA;ex-presidiário voltar pra cena do crime? Juntamente com Geraldo Alckmin, um homem religioso, católico, mas que resolveu cantar a internacional socialista. É a união de tudo que não presta no Brasil. Nós não merecemos isso para nossa pátria.;NA
MEDIADORES;não;NA;Pela ordem quem faz agora suas considerações finais é a candidata Simone Tebet.;NA
MEDIADORES;não;NA;Candidato Lula pediu um direito de resposta e a comissão vai analisar.;NA
SIMONE TEBET;não;NA;Lamentável, lamentável no país da fome, da miséria, do desemprego, do desespero, do desalento. Temos dois candidatos falando do passado, alimentando o ódio. Dividindo as famílias e polarizando o Brasil. O Brasil é muito maior que Lula e Bolsonaro. O Brasil pertence aos 200, quase 215 milhões de brasileiros. Triste o Brasil que tem que escolher entre o escândalo do petrolão e do mensalão do PT e o escândalo de corrupção da educação e do orçamento secreto do atual governo. Mas nós nós vamos fazer diferente. Nós vamos colocar as pessoas em primeiro lugar. Nós vamos diminuir a desigualdade social e a miséria. Acabar com a fome. Para isso nós não vamos estar sozinhos. Nós vamos combater a discriminação na sua totalidade. E vamos impedir retrocessos no Brasil.;NA
SIMONE TEBET;não;NA;Vou contar com ajuda valorosa da minha vice-presidente da República, Mara Gabrilli, uma mulher tetraplégica há 28 anos, se tornou senadora da república e sabe como fazer. Mara querida Simone e Mara juntas nós vamos reconstruir o Brasil de verdade. Eu tenho experiência política, eu sou ficha limpa, eu sou mãe, eu e Mara, juntas com a alma de uma mulher e o coração de uma mãe. Nós vamos resolver definitivamente os problemas das pessoas. Comida mais barata, educação, saúde de qualidade, emprego e renda pras pessoas. Fui prefeita duas vezes reeleita com 76% dos votos. Fui vice-governadora, fui deputada estadual, hoje sou senadora da república. Sou advogada e sou professora.;NA
SIMONE TEBET;não;NA;Quero dizer que o Brasil, o Brasil que verdadeiramente precisa mudar, precisa da sensibilidade da alma das mulheres brasileiras. E eu conclamo todas as vocês a se somar conosco. E assim juntos e juntas que nós vamos mudar com coragem e o amor. O Brasil de verdade.;NA
MEDIADORES;não;NA;O candidato Lula pediu um direito de resposta e a comissão considerou procedente. Candidato tem 45 segundos pra sua resposta.;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;Apenas pra dizer da irresponsabilidade de quem exerce o cargo de presidente da república que me chamou duas vez de presidiário. Ele sabe a razão pelas quais eu fui preso. As razões pelas quais eu fui preso foi para ele se eleger presidente da república, porque era preciso tirar o Lula do pedaço.;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;Eu, nesse processo todo, estou muito mais limpo do que ele ou qualquer outro parente dele. Por que eu fui julgado, fui considerado inocente, sabe, pela Suprema Corte, pela primeira instância da ONU pela segunda instância plena da ONU. Estou aqui candidato pra ganhar as eleições e aí sim num decreto só eu vou apagar todos os seus sigilos.;NA
MEDIADORES;não;NA;Candidato, acabou seu tempo. Seu tempo está, seu tempo foi esgotado, candidato.;NA
MEDIADORES;não;NA;O candidato Jair Bolsonaro também pediu direito de resposta. A comissão julgadora está analisando. Daqui a pouquinho a gente traz a resposta. Agora é a vez da candidata Soraya Thronique. Com as suas considerações finais. Dois minutos.;NA
SORAYA THRONICKE;não;NA;Eu quero aqui agradecer ao Grupo Bandeirantes, a TV Cultura, Jornal Folha de São Paulo, Portal UOL pela oportunidade de estar aqui podendo debater o nosso país. Quero também agradecer ao meu partido;NA
SORAYA THRONICKE;sim;falso;União Brasil, o maior partido desse país;O maior partido do Brasil é o MDB, com 2.131.401 filiados, segundo dados do TSE de julho de 2022, os últimos disponíveis. O PT é o segundo, com 1.631.485 integrantes. O União Brasil possui 1.083.080 filiações. Com 51 deputados, a sigla de Soraya Thronicke também não tem a maior bancada da Câmara, posto que pertence ao PL, com 77. O União Brasil é o partido que recebe a maior fatia do fundo eleitoral, R$ 782,5 milhões, porque a divisão se baseia no número de deputados e senadores eleitos em 2018 e desconsidera as mudanças subsequentes nas bancadas. O partido deriva da fusão entre DEM e PSL.
SORAYA THRONICKE;não;NA;em nome do nosso presidente Luciano Bivari, e do vice Antônio de Rueda. Quero agradecer ao meu vice presidente Marcos Cintra, um homem de exatas e eu de humanas. O perfeito equilíbrio pra que a gente consiga levar esse país adiante.;NA
SORAYA THRONICKE;não;NA;Temos um projeto estruturante, um projeto real, que pode ser aplicado imediatamente e com ele nós iremos sim com um imposto só diminuir o preço dos alimentos, trazer mais dignidade pra todas as pessoas. Iremos tirar o imposto de renda e o INSS de todos aqueles que recebem até cinco salários mínimos. Essa proposta está madura e ela sim pode ser aplicada e eu desafio qualquer pessoa para que debata essa proposta conosco. Não que diga ao léu. Quero dizer pra vocês que pra tirar o nosso país do atoleiro meus amigos tem que ser traçado. Tem que ser quatro por quatro. Tem que ser. Chega de briga e de confusão. O Brasil precisa de paz e precisa de união. Precisa de alguém que cuide das pessoas. Eu ao lado de Marcos Cintra sou esse alguém. Muito obrigada pela oportunidade. O que eu quero é resolver e trazer solução pra sua vida. Eu saí da fila dos que reclamam e vim pra fila dos que fazem. Eu critico mas eu trago a solução. Obrigada.;NA
MEDIADORES;não;NA;O candidato Jair Bolsonaro havia pedido de resposta. A comissão considerou improcedente.;NA
MEDIADORES;não;NA;Então seguindo a ordem quem fala agora é o candidato Felipe D'Avila. Dois minutos.;NA
FELIPE D'ÁVILA;não;NA;Para mudar o Brasil, nós precisamos de um projeto de país.;NA
